DESCRIPTION,PRODUCT,MATERIAL,GRADE,SURFACE,NESTING_ALGO,CERTS,NOM UNITS,NOM L,ACTUAL L,NOM W,ACTUAL W,NOM H,ACTUAL H,WALL,PACK 1,PACK 2,PACK 3,KGM,BASELINE_SUPPLIER
310 UC 97 GR300 18m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,18000,,,,310,,,1,,,96.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UC 90 GR300 9m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,250,,,1,,,89.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UC 90 GR300 12m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,250,,,1,,,89.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UC 90 GR300 13.5m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,13500,,,,250,,,1,,,89.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UC 90 GR300 15m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,15000,,,,250,,,1,,,89.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UC 90 GR300 18m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,18000,,,,250,,,1,,,89.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UC 73 GR300 9m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,250,,,1,,,72.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UC 73 GR300 12m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,250,,,1,,,72.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UC 73 GR300 13.5m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,13500,,,,250,,,1,,,72.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UC 73 GR300 15m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,15000,,,,250,,,1,,,72.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UC 73 GR300 18m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,18000,,,,250,,,1,,,72.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UC 60 GR300 9m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,200,,,1,,,59.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UC 60 GR300 12m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,200,,,1,,,59.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UC 60 GR300 13.5m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,13500,,,,200,,,1,,,59.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UC 60 GR300 15m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,15000,,,,200,,,1,,,59.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UC 60 GR300 18m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,18000,,,,200,,,1,,,59.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UC 52 GR300 9m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,200,,,1,,,52.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UC 52 GR300 12m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,200,,,1,,,52.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UC 52 GR300 13.5m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,13500,,,,200,,,1,,,52.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UC 52 GR300 15m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,15000,,,,200,,,1,,,52.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UC 52 GR300 18m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,18000,,,,200,,,1,,,52.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UC 46 GR300 9m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,200,,,1,,,46.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UC 46 GR300 12m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,200,,,1,,,46.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UC 46 GR300 13.5m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,13500,,,,200,,,1,,,46.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UC 46 GR300 15m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,15000,,,,200,,,1,,,46.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UC 46 GR300 18m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,18000,,,,200,,,1,,,46.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UC 37 GR300 9m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,150,,,1,,,37.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UC 37 GR300 12m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,150,,,1,,,37.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UC 37 GR300 13.5m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,13500,,,,150,,,1,,,37.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UC 37 GR300 15m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,15000,,,,150,,,1,,,37.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UC 37 GR300 18m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,18000,,,,150,,,1,,,37.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UC 30 GR300 9m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,150,,,1,,,30.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UC 30 GR300 12m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,150,,,1,,,30.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UC 30 GR300 13.5m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,13500,,,,150,,,1,,,30.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UC 30 GR300 15m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,15000,,,,150,,,1,,,30.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UC 30 GR300 18m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,18000,,,,150,,,1,,,30.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UC 23 GR300 9m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,150,,,1,,,23.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UC 23 GR300 12m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,150,,,1,,,23.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UC 23 GR300 13.5m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,13500,,,,150,,,1,,,23.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UC 23 GR300 15m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,15000,,,,150,,,1,,,23.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UC 23 GR300 18m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,18000,,,,150,,,1,,,23.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100 UC 15 GR300 9m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,100,,,1,,,14.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100 UC 15 GR300 12m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,100,,,1,,,14.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100 UC 15 GR300 13.5m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,13500,,,,100,,,1,,,14.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100 UC 15 GR300 15m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,15000,,,,100,,,1,,,14.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100 UC 15 GR300 18m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,18000,,,,100,,,1,,,14.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
CHS 20nb (Ø26.9x2.6) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,20,26.9,,,2.6,127,,,1.56,
CHS 25nb (Ø33.7x2.0) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,25,33.7,,,2.0,91,,,1.56,
CHS 25nb (Ø33.7x2.6) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,25,33.7,,,2.6,91,,,1.99,
CHS 25nb (Ø33.7x3.2) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,25,33.7,,,3.2,91,,,2.41,
CHS 25nb (Ø33.7x4.0) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,25,33.7,,,4.0,91,,,2.94,
CHS 32nb (Ø42.4x2.0) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,32,42.4,,,2.0,61,,,1.99,
CHS 32nb (Ø42.4x2.6) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,32,42.4,,,2.6,61,,,2.55,
CHS 32nb (Ø42.4x3.2) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,32,42.4,,,3.2,61,,,3.1,
CHS 32nb (Ø42.4x4.0) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,32,42.4,,,4.0,61,,,3.8,
CHS 40nb (Ø48.3x2.3) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,40,48.3,,,2.3,61,,,2.61,
CHS 40nb (Ø48.3x2.9) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,40,48.3,,,2.9,61,,,3.25,
CHS 40nb (Ø48.3x3.2) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,40,48.3,,,3.2,61,,,3.57,
CHS 40nb (Ø48.3x4.0) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,40,48.3,,,4.0,61,,,4.38,
CHS 40nb (Ø48.3x5.4) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,40,48.3,,,5.4,61,,,5.71,
CHS 50nb (Ø60.3x2.3) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,50,60.3,,,2.3,37,,,3.29,
CHS 50nb (Ø60.3x2.9) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,50,60.3,,,2.9,37,,,4.11,
CHS 50nb (Ø60.3x3.6) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,50,60.3,,,3.6,37,,,5.03,
CHS 50nb (Ø60.3x4.5) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,50,60.3,,,4.5,37,,,6.19,
CHS 50nb (Ø60.3x5.4) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,50,60.3,,,5.4,37,,,7.31,
CHS 65nb (Ø76.1x2.3) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,65,76.1,,,2.3,37,,,4.19,
CHS 65nb (Ø76.1x3.2) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,65,76.1,,,3.2,37,,,5.75,
CHS 65nb (Ø76.1x3.6) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,65,76.1,,,3.6,37,,,6.43,
CHS 65nb (Ø76.1x4.5) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,65,76.1,,,4.5,37,,,7.93,
CHS 80nb (Ø88.9x2.6) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,80,88.9,,,2.6,19,,,5.53,
CHS 80nb (Ø88.9x3.2) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,80,88.9,,,3.2,19,,,6.76,
CHS 80nb (Ø88.9x4.0) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,80,88.9,,,4.0,19,,,8.37,
CHS 80nb (Ø88.9x5.0) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,80,88.9,,,5.0,19,,,10.3,
CHS 80nb (Ø88.9x5.9) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,80,88.9,,,5.9,19,,,12.1,
CHS 90nb (Ø101.6x2.6) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,90,101.6,,,2.6,19,,,6.35,
CHS 90nb (Ø101.6x3.2) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,90,101.6,,,3.2,19,,,7.77,
CHS 90nb (Ø101.6x4.0) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,90,101.6,,,4.0,19,,,9.63,
CHS 90nb (Ø101.6x5.0) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,90,101.6,,,5.0,19,,,11.9,
CHS 100nb (Ø114.3x3.2) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,100,114.3,,,3.2,19,,,8.77,
CHS 100nb (Ø114.3x3.6) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,100,114.3,,,3.6,19,,,9.83,
CHS 100nb (Ø114.3x4.5) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,100,114.3,,,4.5,19,,,12.2,
CHS 100nb (Ø114.3x5.4) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,100,114.3,,,5.4,19,,,14.5,
CHS 125nb (Ø139.7x3.0) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,125,139.7,,,3.0,10,,,10.1,
CHS 125nb (Ø139.7x3.5) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,125,139.7,,,3.5,10,,,11.8,
CHS 125nb (Ø139.7x5.0) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,125,139.7,,,5.0,10,,,16.6,
CHS 125nb (Ø139.7x5.4) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,125,139.7,,,5.4,10,,,17.9,
CHS 150nb (Ø165.1x3.0) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,150,165.1,,,3.0,10,,,12,
CHS 150nb (Ø165.1x3.5) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,150,165.1,,,3.5,10,,,13.9,
CHS 150nb (Ø165.1x5.0) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,150,165.1,,,5.0,10,,,19.7,
CHS 150nb (Ø165.1x5.4) 6.5m,CHS,PLAIN_CARBON_STEEL,GR250,GALVANISED,METERAGE,TRUE,MILLIMETERS,6500,,150,165.1,,,5.4,10,,,21.3,
,,,,,,,,,,,,,,,,,,,
CHS 65nb (Ø76.1x4.0) 9m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,9000,,65,76.1,,,4.0,1,,,7.13,
CHS 65nb (Ø76.1x4.0) 12m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,12000,,65,76.1,,,4.0,1,,,7.13,
CHS 65nb (Ø76.1x5.0) 9m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,9000,,65,76.1,,,5.0,1,,,8.77,
CHS 65nb (Ø76.1x5.0) 12m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,12000,,65,76.1,,,5.0,1,,,8.77,
CHS 80nb (Ø88.9x5.5) 9m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,9000,,80,88.9,,,5.5,1,,,11.31,
CHS 80nb (Ø88.9x5.5) 12m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,12000,,80,88.9,,,5.5,1,,,11.31,
CHS 100nb (Ø114.3x4.8) 9m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,9000,,100,114.3,,,4.8,1,,,12.96,
CHS 100nb (Ø114.3x4.8) 12m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,12000,,100,114.3,,,4.8,1,,,12.96,
CHS 100nb (Ø114.3x6.0) 9m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,9000,,100,114.3,,,6.0,1,,,16.02,
CHS 100nb (Ø114.3x6.0) 12m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,12000,,100,114.3,,,6.0,1,,,16.02,
CHS 125nb (Ø139.7x4.8) 9m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,9000,,125,139.7,,,4.8,1,,,16.16,
CHS 125nb (Ø139.7x4.8) 12m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,12000,,125,139.7,,,4.8,1,,,16.16,
CHS 125nb (Ø139.7x6.6) 9m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,9000,,125,139.7,,,6.6,1,,,21.99,
CHS 125nb (Ø139.7x6.6) 12m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,12000,,125,139.7,,,6.6,1,,,21.99,
CHS 150nb (Ø168.3x4.8) 9m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,9000,,150,168.3,,,4.8,1,,,19.35,
CHS 150nb (Ø168.3x4.8) 12m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,12000,,150,168.3,,,4.8,1,,,19.35,
CHS 150nb (Ø168.3x6.4) 9m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,9000,,150,168.3,,,6.4,1,,,25.55,
CHS 150nb (Ø168.3x6.4) 12m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,12000,,150,168.3,,,6.4,1,,,25.55,
CHS 150nb (Ø168.3x7.1) 9m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,9000,,150,168.3,,,7.1,1,,,28.22,
CHS 150nb (Ø168.3x7.1) 12m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,12000,,150,168.3,,,7.1,1,,,28.22,
CHS 150nb (Ø168.3x11.0) 9m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,9000,,150,168.3,,,11.0,1,,,42.67,
CHS 150nb (Ø168.3x11.0) 12m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,12000,,150,168.3,,,11.0,1,,,42.67,
,,,,,,,,,,,,,,,,,,,
CHS 200nb (Ø193.7x4.5) 9m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,9000,,200,193.7,,,4.5,1,,,,
CHS 200nb (Ø193.7x4.5) 12m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,12000,,200,193.7,,,4.5,1,,,,
CHS 200nb (Ø193.7x5.0) 9m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,9000,,200,193.7,,,5.0,1,,,,
CHS 200nb (Ø193.7x5.0) 12m,CHS,PLAIN_CARBON_STEEL,GR350,NONE,METERAGE,TRUE,MILLIMETERS,12000,,200,193.7,,,5.0,1,,,,
