DESCRIPTION,PRODUCT,MATERIAL,GRADE,SURFACE,NESTING_ALGO,CERTS,NOM UNITS,NOM L,ACTUAL L,NOM W,ACTUAL W,NOM H,ACTUAL H,WALL,PACK 1,PACK 2,PACK 3,KGM,BASELINE_SUPPLIER
6PL 2400x9000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,9000,,2400,,6,,,1,,,47.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
6PL 3000x9000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,9000,,3000,,6,,,1,,,47.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
6PL 3000x12000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,12000,,3000,,6,,,1,,,47.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
6PL 3200x12000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,12000,,3200,,6,,,1,,,47.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
8PL 2400x6000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,8,,,1,,,62.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
8PL 2400x9000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,9000,,2400,,8,,,1,,,62.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
8PL 3000x9000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,9000,,3000,,8,,,1,,,62.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
8PL 3000x12000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,12000,,3000,,8,,,1,,,62.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
8PL 3200x12000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,12000,,3200,,8,,,1,,,62.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
10PL 2400x6000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,10,,,1,,,78.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
10PL 2400x9000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,9000,,2400,,10,,,1,,,78.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
10PL 3000x9000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,9000,,3000,,10,,,1,,,78.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
10PL 3000x12000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,12000,,3000,,10,,,1,,,78.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
10PL 3200x12000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,12000,,3200,,10,,,1,,,78.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
12PL 2400x6000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,12,,,1,,,94.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
12PL 2400x9000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,9000,,2400,,12,,,1,,,94.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
12PL 3000x12000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,12000,,3000,,12,,,1,,,94.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
12PL 3200x12000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,12000,,3200,,12,,,1,,,94.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
16PL 2400x6000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,16,,,1,,,125.6,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
16PL 2400x9000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,9000,,2400,,16,,,1,,,125.6,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
16PL 3000x12000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,12000,,3000,,16,,,1,,,125.6,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
16PL 3200x12000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,12000,,3200,,16,,,1,,,125.6,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
20PL 2400x6000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,20,,,1,,,157,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
20PL 3000x9000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,9000,,3000,,20,,,1,,,157,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
20PL 3000x12000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,12000,,3000,,20,,,1,,,157,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
20PL 3200x12000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,12000,,3200,,20,,,1,,,157,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
25PL 2400x6000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,25,,,1,,,196.25,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
25PL 3000x9000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,9000,,3000,,25,,,1,,,196.25,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
25PL 3000x12000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,12000,,3000,,25,,,1,,,196.25,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
25PL 3200x12000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,12000,,3200,,25,,,1,,,196.25,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
28PL 2400x6000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,28,,,1,,,219.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
32PL 2400x6000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,32,,,1,,,251.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
32PL 3000x9000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,9000,,3000,,32,,,1,,,251.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
36PL 2400x9000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,9000,,2400,,36,,,1,,,282.6,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
40PL 2400x6000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,40,,,1,,,314,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
45PL 2400x9000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,9000,,2400,,45,,,1,,,353.25,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
50PL 2400x6000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,50,,,1,,,392.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
50PL 2400x9000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,9000,,2400,,50,,,1,,,392.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
55PL 2400x6000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,55,,,1,,,431.75,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
60PL 2400x6000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,60,,,1,,,471,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
70PL 2400x6000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,70,,,1,,,549.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
80PL 2400x5200 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,5200,,2400,,80,,,1,,,628,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
90PL 1800x6000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,6000,,1800,,90,,,1,,,706.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100PL 2400x4000 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,4000,,2400,,100,,,1,,,785,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
110PL 2400x3700 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,3700,,2400,,110,,,1,,,863.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
120PL 2400x3400 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,3400,,2400,,120,,,1,,,942,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
130PL 2400x3100 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,3100,,2400,,130,,,1,,,1020.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150PL 2400x2700 GR250,PLATE,PLAIN_CARBON_STEEL,GR250,NONE,AREA,TRUE,MILLIMETERS,2700,,2400,,150,,,1,,,1177.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
5PL 2400x6000 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,5,,,1,,,39.25,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
5PL 2400x9000 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,9000,,2400,,5,,,1,,,39.25,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
5PL 3000x9000 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,9000,,3000,,5,,,1,,,39.25,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
6PL 2400x9600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,9600,,2400,,6,,,1,,,47.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
6PL 3000x12000 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,12000,,3000,,6,,,1,,,47.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
8PL 2400x9600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,9600,,2400,,8,,,1,,,62.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
8PL 3000x12000 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,12000,,3000,,8,,,1,,,62.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
10PL 2400x9600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,9600,,2400,,10,,,1,,,78.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
10PL 3100x9600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,9600,,3100,,10,,,1,,,78.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
10PL 3000x12000 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,12000,,3000,,10,,,1,,,78.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
12PL 2400x9600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,9600,,2400,,12,,,1,,,94.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
12PL 3100x9600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,9600,,3100,,12,,,1,,,94.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
12PL 3000x12000 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,12000,,3000,,12,,,1,,,94.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
16PL 2400x9600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,9600,,2400,,16,,,1,,,125.6,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
16PL 3100x9600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,9600,,3100,,16,,,1,,,125.6,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
16PL 3000x12000 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,12000,,3000,,16,,,1,,,125.6,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
20PL 2400x9600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,9600,,2400,,20,,,1,,,157,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
20PL 3100x9600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,9600,,3100,,20,,,1,,,157,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
20PL 3000x12000 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,12000,,3000,,20,,,1,,,157,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
25PL 2400x9600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,9600,,2400,,25,,,1,,,196.25,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
25PL 3000x12000 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,12000,,3000,,25,,,1,,,196.25,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
28PL 2400x10000 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,10000,,2400,,28,,,1,,,219.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
32PL 2400x9600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,9600,,2400,,32,,,1,,,251.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
32PL 2400x12000 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,12000,,2400,,32,,,1,,,251.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
36PL 2400x9600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,9600,,2400,,36,,,1,,,282.6,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
40PL 2400x7600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,7600,,2400,,40,,,1,,,314,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
50PL 2400x7600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,7600,,2400,,50,,,1,,,392.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
60PL 2400x7600 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,7600,,2400,,60,,,1,,,471,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
70PL 2400x6000 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,70,,,1,,,549.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
80PL 2400x6000 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,6000,,2400,,80,,,1,,,628,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
90PL 2400x3150 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,3150,,2400,,90,,,1,,,706.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
90PL 2400x6300 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,6300,,2400,,90,,,1,,,706.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100PL 2100x3150 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,3150,,2100,,100,,,1,,,785,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100PL 2100x6500 GR350,PLATE,PLAIN_CARBON_STEEL,GR350,NONE,AREA,TRUE,MILLIMETERS,6500,,2100,,100,,,1,,,785,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.75,
,,,,,,,,,,,,,,,,,,,
M8 HAS 5.8 anchor rod,ANCHOR_STUD,PLAIN_CARBON_STEEL,GR_5_8,ZINC,BUNDLE,FALSE,MILLIMETERS,80,,8,,,,,20,,,,https://www.hilti.com.au/c/CLS_FASTENER_7135/CLS_ANCHOR_RODS_ELEMENTS_7135/r19961314?CHA_GLOBAL_ANC_SIZE=M12&CHA_MATERIAL_COMPOSITION_ANC=Carbon%20Steel%205.8&salespackquantity=20%20pc&activeTab=preconfigured-kits-tabs
M8 HAS 5.8 anchor rod,ANCHOR_STUD,PLAIN_CARBON_STEEL,GR_5_8,ZINC,BUNDLE,FALSE,MILLIMETERS,110,,8,,,,,20,,,,https://www.hilti.com.au/c/CLS_FASTENER_7135/CLS_ANCHOR_RODS_ELEMENTS_7135/r19961314?CHA_GLOBAL_ANC_SIZE=M12&CHA_MATERIAL_COMPOSITION_ANC=Carbon%20Steel%205.8&salespackquantity=20%20pc&activeTab=preconfigured-kits-tabs
M8 HAS 5.8 anchor rod,ANCHOR_STUD,PLAIN_CARBON_STEEL,GR_5_8,ZINC,BUNDLE,FALSE,MILLIMETERS,`50,,8,,,,,20,,,,https://www.hilti.com.au/c/CLS_FASTENER_7135/CLS_ANCHOR_RODS_ELEMENTS_7135/r19961314?CHA_GLOBAL_ANC_SIZE=M12&CHA_MATERIAL_COMPOSITION_ANC=Carbon%20Steel%205.8&salespackquantity=20%20pc&activeTab=preconfigured-kits-tabs
M10 HAS 5.8 anchor rod,ANCHOR_STUD,PLAIN_CARBON_STEEL,GR_5_8,ZINC,BUNDLE,FALSE,MILLIMETERS,115,,10,,,,,20,,,,https://www.hilti.com.au/c/CLS_FASTENER_7135/CLS_ANCHOR_RODS_ELEMENTS_7135/r19961314?CHA_GLOBAL_ANC_SIZE=M12&CHA_MATERIAL_COMPOSITION_ANC=Carbon%20Steel%205.8&salespackquantity=20%20pc&activeTab=preconfigured-kits-tabs
M10 HAS 5.8 anchor rod,ANCHOR_STUD,PLAIN_CARBON_STEEL,GR_5_8,ZINC,BUNDLE,FALSE,MILLIMETERS,130,,10,,,,,20,,,,https://www.hilti.com.au/c/CLS_FASTENER_7135/CLS_ANCHOR_RODS_ELEMENTS_7135/r19961314?CHA_GLOBAL_ANC_SIZE=M12&CHA_MATERIAL_COMPOSITION_ANC=Carbon%20Steel%205.8&salespackquantity=20%20pc&activeTab=preconfigured-kits-tabs
